Country Name,Country Code,Region,year,Access to electricity (% of pop),Agricultural land (% of land area),Agricultural raw materials exports (% ),Agricultural raw materials imports (%),Agriculture value added (% of GDP),Arable land (% of land area),"Death rate, crude (per 1,000 people)",Employment in agriculture (% of total employment),Livestock production index,Mineral rents (% of GDP),Population,Rural population (% of total population),GDP per capita (US$)
Colombia,COL,South America,2004-01-01,95.07292175,38.20730059,4.642362566,1.982131849,7.910983162,2.017124831,5.135,21.06100082,95.0,0.662489686,42075955.0,24.38,2782.62305
Colombia,COL,South America,2005-01-01,96.8,38.35691753,4.682745421,1.659951692,7.527266702,1.826047769,5.14,20.60499954,98.43,0.703900532,42647723.0,23.976,3414.465833
Colombia,COL,South America,2006-01-01,95.52570343,38.01171699,4.510924456,1.67136737,7.186769531,1.71662909,5.152,19.96299934,106.56,1.241404137,43200897.0,23.577,3741.093171
Colombia,COL,South America,2007-01-01,95.73952484,38.2478594,4.389361893,1.377819165,6.934558676,1.800811176,5.169,19.30500031,108.63,1.297148866,43737516.0,23.184,4714.072541
Colombia,COL,South America,2008-01-01,96.806763,38.40829202,3.524266044,1.307496146,6.68738485,1.649391618,5.191,19.01499939,116.23,0.64547355,44254975.0,22.796,5472.536133
Colombia,COL,South America,2009-01-01,96.057229,38.34159531,3.602385933,1.228166866,6.689740696,1.599819739,5.218,18.61700058,106.18,0.712937704,44750054.0,22.413,5193.241451
Colombia,COL,South America,2010-01-01,96.788995,38.30824696,3.505426111,1.354500121,6.324853876,1.589004056,5.247,18.37899971,106.11,0.924114042,45222700.0,22.036,6336.709214
Colombia,COL,South America,2011-01-01,96.6936,37.60342497,2.499631401,1.215076947,6.091696108,1.429472735,5.277,17.81100082,110.27,0.986491011,45663099.0,21.665,7335.11051
Colombia,COL,South America,2012-01-01,97.032176,38.41153814,2.422890757,0.912288104,5.582687054,1.42226228,5.307,17.40800095,117.18,0.958252629,46076848.0,21.299,8050.058414
Colombia,COL,South America,2013-01-01,97.779418,40.39261069,2.640446146,0.856144272,5.392714954,1.515998197,5.339,16.60000038,121.46,0.643623857,46497267.0,20.939,8218.033996
Colombia,COL,South America,2014-01-01,97.790938,40.54723764,2.872382484,0.814119186,5.446957215,1.557638532,5.373,16.22900009,122.31,0.53977261,46969209.0,20.585,8114.084069
Colombia,COL,South America,2015-01-01,98.186898,40.25741466,4.12991276,0.830236397,5.980424808,1.521946801,5.41,16.00600052,122.32,0.595294295,47520667.0,20.236,6175.876132
Colombia,COL,South America,2016-01-01,98.4,40.25741466,4.924580508,0.919748758,6.606412266,1.521946801,5.453,16.00600052,115.61,0.667669896,48171392.0,19.892,5871.223575
Colombia,COL,South America,2017-01-01,98.5,39.436969152962966,4.108343134,0.952515477,6.389663553,2.030911484222222,5.503,16.5340004,94.70444444444445,0.538389859,48901066.0,19.554,6377.851363
Colombia,COL,South America,2018-01-01,99.93644714,39.436969152962966,3.894132851,0.959695271,6.285835419,2.030911484222222,5.562,16.70899963,94.70444444444445,0.524357571,49648685.0,19.222,6718.585324
Comoros,COM,Africa,2005-01-01,51.2086525,71.46695091,0.068197014,0.33519135,29.37627389,34.92745721,9.099,55.41199875,99.62,0.0,611627.0,72.125,1068.600321
Comoros,COM,Africa,2006-01-01,53.43353271,71.46695091,0.024684252,0.30603963,29.37634063,34.92745721,8.954,55.12400055,101.62,0.0,626425.0,72.137,1113.957757
Comoros,COM,Africa,2008-01-01,57.88130188,71.46695091,0.003419377,0.496108245,29.13891501,34.92745721,8.614,54.50400162,105.95,0.0,657229.0,72.114,1387.594626
Comoros,COM,Africa,2009-01-01,60.1273613,71.46695091,0.067181536,0.575860064,30.0330064,34.92745721,8.429,54.15399933,108.51,0.0,673252.0,72.079,1339.337191
Comoros,COM,Africa,2010-01-01,70.10408783,71.46695091,0.531829518,0.674147481,30.4160595,34.92745721,8.244,53.74900055,110.92,0.0,689692.0,72.027,1316.498848
Comoros,COM,Africa,2012-01-01,69.3,71.46695091,0.000878,0.399234743,30.17296341,34.92745721,7.897,52.88800049,112.83,0.0,723871.0,71.877,1403.34862
Comoros,COM,Africa,2014-01-01,71.95057678,71.46695091,0.001289108,0.489679004,30.01153359,34.92745721,7.608,52.05400085,108.42,0.0,759390.0,71.662,1513.830379
Comoros,COM,Africa,2016-01-01,76.91812134,71.46695091,0.012777819,0.548756305,31.36847203,34.92745721,7.389,51.44599915,109.39,0.0,795592.0,71.381,1273.058953
Comoros,COM,Africa,2017-01-01,79.41969299,69.58624167461538,0.013594767,0.552477613,31.89888687,34.92745721000001,7.298,51.03900146,103.23653846153846,0.0,813892.0,71.216,1323.81159
Comoros,COM,Africa,2018-01-01,81.92275238,69.58624167461538,0.000467,0.61171219,32.6425071,34.92745721000001,7.214,50.61100006,103.23653846153846,0.0,832322.0,71.035,1415.955313
"Congo, Rep.",COG,Africa,2007-01-01,35.97723007,30.89311859,2.893926625,0.425187447,4.327298473,1.434846266,9.912,39.45600128,118.94,0.0127605,3876119.0,38.107,2165.745759
"Congo, Rep.",COG,Africa,2008-01-01,38.07553864,30.89311859,1.896194166,0.564861371,3.676959489,1.434846266,9.42,38.89099884,127.62,0.013012175,4011486.0,37.654,2956.264407
"Congo, Rep.",COG,Africa,2009-01-01,37.1,30.93118594,1.399435698,0.553678205,4.505890479,1.464128843,8.974,38.17699814,132.95,0.02029189,4145391.0,37.2,2314.266025
"Congo, Rep.",COG,Africa,2010-01-01,42.3396759,30.96925329,1.298062658,0.394481701,3.830407012,1.49341142,8.582,37.42200089,145.64,0.033852319,4273731.0,36.744,2812.435974
"Congo, Rep.",COG,Africa,2011-01-01,44.52867126,31.02781845,0.658166538,0.260222978,3.383113301,1.551976574,8.241,36.99599838,162.37,0.038268813,4394844.0,36.288,3286.694535
"Congo, Rep.",COG,Africa,2012-01-01,41.6,31.04538799,0.777750067,0.35211248,3.925774106,1.551976574,7.937,36.49000168,170.7,0.044061555,4510198.0,35.831,3032.493883
"Congo, Rep.",COG,Africa,2013-01-01,49.05112076,31.11859444,0.925315144,0.281745184,4.362166032,1.610541728,7.659,36.00500107,161.72,0.034001066,4622761.0,35.373,3047.930773
"Congo, Rep.",COG,Africa,2014-01-01,52.38968277,31.11859444,1.251309215,0.254104356,4.834284371,1.610541728,7.406,35.38800049,166.38,0.028984314,4736974.0,34.915,2996.918026
"Congo, Rep.",COG,Africa,2015-01-01,60.4,31.11859444,1.092171251,0.224235524,7.243495885,1.610541728,7.18,34.9620018,171.67,0.044403521,4856095.0,34.457,1762.032018
"Congo, Rep.",COG,Africa,2016-01-01,60.74069595,31.11859444,1.905876474,0.169486828,7.242272409,1.610541728,6.987,34.98199844,177.07,0.047510064,4980999.0,33.999,1815.295843
"Congo, Rep.",COG,Africa,2017-01-01,64.70985413,30.915981529615387,2.817730138,0.504114098,6.177147773,1.4671697261923078,6.828,34.93899918,102.26038461538461,0.047341906,5110702.0,33.541,1767.894521
"Congo, Rep.",COG,Africa,2018-01-01,68.51843262,30.915981529615387,2.294242078,0.620933712,7.152227536,1.4671697261923078,6.705,34.60300064,102.26038461538461,0.036438205,5244363.0,33.084,2223.854479
Costa Rica,CRI,North America,1994-01-01,98.10221863,41.0301606,5.172567489,1.164345724,12.38393245,4.504504505,3.904,17.43199921,80.95,0.0,3458834.0,46.347,3016.224348
Costa Rica,CRI,North America,1995-01-01,98.19374847,40.10967489,4.955440765,1.251156713,12.83028883,4.308656483,3.9,17.67399979,86.51,0.0,3545534.0,45.439,3247.316987
Costa Rica,CRI,North America,1996-01-01,98.28766632,39.07168038,6.723004573,1.234258553,12.1651406,4.112808461,3.9,17.58200073,86.24,0.0,3632362.0,44.533,3198.548672
Costa Rica,CRI,North America,1997-01-01,98.38458252,38.24911868,4.797465675,0.860050477,12.56537822,4.112808461,3.904,17.19599915,83.65,0.0,3718949.0,43.633,3375.166341
Costa Rica,CRI,North America,1998-01-01,98.4842453,37.5048962,4.472075063,0.717784996,12.68091797,4.112808461,3.915,16.96800041,85.17,0.0,3803887.0,42.736,3579.865884
Costa Rica,CRI,North America,1999-01-01,98.5830307,36.97610654,2.458610799,0.768692886,11.15605732,4.308656483,3.933,16.53899956,91.35,0.0,3885430.0,41.843,3653.552719
Costa Rica,CRI,North America,2000-01-01,98.67647552,36.03603604,3.003913922,0.804342312,9.288489347,4.112808461,3.959,16.29500008,91.35,0.0,3962372.0,40.948,3772.870012
Costa Rica,CRI,North America,2001-01-01,98.24978,35.89894242,3.380577142,0.839660371,8.412610748,4.112808461,3.993,15.64599991,91.63,0.0,4034074.0,39.59,3944.737613
Costa Rica,CRI,North America,2002-01-01,98.509188,35.76184881,3.417675928,0.725558869,8.465549305,3.916960439,4.035,15.90600014,91.41,0.0,4100925.0,38.247,4024.6519
Costa Rica,CRI,North America,2003-01-01,98.695902,35.82060321,3.075456376,0.881082246,8.879019721,4.112808461,4.083,15.20800018,93.63,0.000196,4164053.0,36.92,4129.632791
Costa Rica,CRI,North America,2004-01-01,98.954779,35.6835096,3.336019571,1.024653377,8.891412836,4.112808461,4.138,14.875,94.12,0.000811,4225155.0,35.612,4385.390719
Costa Rica,CRI,North America,2005-01-01,99.053051,35.35056796,3.00560687,1.069378247,8.662166956,4.112808461,4.197,15.24600029,102.44,0.003751447,4285502.0,34.328,4654.824822
Costa Rica,CRI,North America,2006-01-01,99.147523,35.54641598,3.118454267,0.961154203,8.471904593,4.112808461,4.26,14.03499985,103.44,0.035199244,4345412.0,33.065,5201.514095
Costa Rica,CRI,North America,2007-01-01,99.217998,35.25264395,2.245383296,1.034332605,7.956961705,3.916960439,4.325,13.26500034,110.32,0.06762919,4404628.0,31.826,6071.789165
Costa Rica,CRI,North America,2008-01-01,99.263937,35.11555033,2.548380332,1.127554552,7.019993743,3.916960439,4.39,12.3920002,114.03,0.006703851,4463125.0,30.61,6859.079022
Costa Rica,CRI,North America,2009-01-01,99.409804,35.56600078,1.942477548,0.730488871,7.091922108,4.308656483,4.456,11.93999958,118.36,0.008585381,4520740.0,29.425,6760.477515
Costa Rica,CRI,North America,2010-01-01,98.995734,35.62475519,2.662646207,1.100316024,6.5871781,4.406580494,4.521,11.40799999,120.54,0.020187921,4577378.0,28.264,8141.913127
Costa Rica,CRI,North America,2011-01-01,99.232348,35.62475519,2.561670897,1.083579611,5.838476033,4.543674109,4.587,10.90499973,121.53,0.040909365,4633086.0,27.132,9121.932518
Costa Rica,CRI,North America,2012-01-01,99.503298,35.48766157,2.394057893,0.981611836,5.40932984,4.543674109,4.654,10.27900028,122.34,0.032637807,4688000.0,26.054,9913.209959
Costa Rica,CRI,North America,2013-01-01,99.563517,35.18409714,2.157916083,0.90043032,5.043542201,4.543674109,4.722,9.897000313,123.21,0.005968754,4742107.0,25.03,10490.08133
Costa Rica,CRI,North America,2014-01-01,99.359291,34.86290591,2.193529315,0.931760247,5.124801704,4.545632709,4.791,11.15999985,123.55,0.004985528,4795396.0,24.059,10547.15186
Costa Rica,CRI,North America,2015-01-01,99.409804,34.8609479,2.529776802,1.017251495,4.956674948,4.915785351,4.862,12.30700016,124.8,0.004258487,4847804.0,23.138,11299.13554
Costa Rica,CRI,North America,2016-01-01,99.5,34.45945946,2.23904079,1.091095319,5.130813556,4.847238543,4.933,12.21399975,127.21,0.004673763,4899345.0,22.265,11666.45591
Costa Rica,CRI,North America,2017-01-01,99.6,37.323627958148144,2.107237403,1.049232353,4.987432259,4.375099742111112,5.005,12.57999992,99.28851851851852,0.004535572,4949954.0,21.44,11814.62657
Costa Rica,CRI,North America,2018-01-01,100.0,37.323627958148144,1.897092137,1.057698295,4.542900608,4.375099742111112,5.078,12.39799976,99.28851851851852,0.004334365,4999441.0,20.66,12112.13442
Cote d'Ivoire,CIV,Africa,1995-01-01,42.2695694,62.26415094,19.88356647,0.943356977,24.7276058,9.433962264,13.95,50.84899902,80.28,0.037312398,14199762.0,58.79,774.6712121
Cote d'Ivoire,CIV,Africa,1996-01-01,43.36985016,62.26415094,14.20211293,0.86689327,24.60262093,9.433962264,14.196,50.52600098,78.09,0.03760419,14665127.0,58.413,827.7620057
Cote d'Ivoire,CIV,Africa,1997-01-01,44.45660019,61.94968553,10.85539711,1.686104705,23.31943262,9.119496855,14.442,50.33200073,82.82,0.022232826,15130663.0,58.036,774.7276313
Cote d'Ivoire,CIV,Africa,1998-01-01,45.52711487,61.94968553,11.16213147,2.376424977,24.17700335,9.119496855,14.669,50.05899811,83.94,0.008292086,15589414.0,57.658,809.0126883
Cote d'Ivoire,CIV,Africa,1999-01-01,48.2,61.63522013,10.03083198,0.878247766,23.2029349,8.805031447,14.858,49.89500046,85.33,0.0,16032573.0,57.259,771.968406
Cote d'Ivoire,CIV,Africa,2000-01-01,47.61742401,61.63522013,13.96393616,1.057825167,24.98911571,8.805031447,14.989,50.00099945,87.75,0.003294618,16454668.0,56.845,651.3059068
Cote d'Ivoire,CIV,Africa,2001-01-01,48.64391708,61.63522013,11.18434702,0.895288688,25.92645228,8.805031447,15.044,49.9469986,89.87,0.005138099,16853026.0,56.432,664.1276663
Cote d'Ivoire,CIV,Africa,2002-01-01,51.4,61.63522013,8.397862416,1.030111627,27.27005039,8.805031447,15.021,49.97100067,92.38,0.02491932,17231539.0,56.017,716.5302656
Cote d'Ivoire,CIV,Africa,2003-01-01,50.67906189,61.63522013,9.084209508,0.576376826,28.78085502,8.805031447,14.92,49.95999908,94.47,0.036866006,17599610.0,55.601,869.7125993
Cote d'Ivoire,CIV,Africa,2004-01-01,51.69551468,62.89308176,9.028822511,0.478966548,23.58975972,8.805031447,14.743,49.64400101,99.02,0.02716153,17970494.0,55.183,921.2012673
Cote d'Ivoire,CIV,Africa,2005-01-01,58.9,63.52201258,8.2732473,0.457745341,22.59324627,8.805031447,14.492,49.30099869,99.66,0.035443592,18354514.0,54.766,930.8298181
Cote d'Ivoire,CIV,Africa,2006-01-01,53.74567795,63.83647799,8.022805507,0.55607302,22.62521288,8.805031447,14.174,48.97900009,101.32,0.07003749,18754916.0,54.348,949.1318328
Cote d'Ivoire,CIV,Africa,2007-01-01,54.78623962,64.77987421,8.865163461,0.576714292,21.99480637,9.119496855,13.806,48.61299896,104.61,0.071938028,19171237.0,53.929,1061.154026
Cote d'Ivoire,CIV,Africa,2008-01-01,55.83730316,64.77987421,8.737339489,0.637928755,22.67704581,9.119496855,13.407,48.18600082,108.27,0.287716403,19605569.0,53.509,1235.613366
Cote d'Ivoire,CIV,Africa,2009-01-01,56.8971138,64.77987421,5.665167991,0.768811357,21.20021808,9.119496855,12.994,47.6570015,112.47,0.587761033,20059147.0,53.09,1210.295426
Cote d'Ivoire,CIV,Africa,2010-01-01,57.96392822,64.77987421,9.650362054,0.858001061,24.52942756,9.119496855,12.58,47.26100159,116.76,0.601985726,20532950.0,52.67,1213.112645
Cote d'Ivoire,CIV,Africa,2011-01-01,59.03598785,64.77987421,13.45707106,0.851638134,26.69084941,9.119496855,12.176,47.35900116,116.13,1.649820737,21028655.0,52.249,1208.583026
Cote d'Ivoire,CIV,Africa,2012-01-01,55.8,64.77987421,11.46026313,0.687695363,22.1902512,9.119496855,11.787,46.19100189,125.78,1.691523402,21547188.0,51.828,1243.273487
Cote d'Ivoire,CIV,Africa,2013-01-01,61.18886185,64.77987421,8.944010946,0.530983013,20.97862591,9.119496855,11.417,45.16999817,130.12,1.372990541,22087505.0,51.407,1415.871758
Cote d'Ivoire,CIV,Africa,2014-01-01,61.9,64.77987421,9.087920099,0.531747703,21.05143674,9.119496855,11.076,44.37099838,131.82,1.404921212,22647683.0,50.986,1561.463655
Cote d'Ivoire,CIV,Africa,2015-01-01,62.6,64.77987421,7.178887701,0.50430626,18.36220725,9.119496855,10.769,43.55699921,131.92,1.121039156,23226143.0,50.556,1972.546108
Cote d'Ivoire,CIV,Africa,2016-01-01,64.3,64.77987421,8.224924425,0.590896155,19.74037037,9.119496855,10.5,42.7480011,133.23,1.288989616,23822714.0,50.119,2013.382462
Cote d'Ivoire,CIV,Africa,2017-01-01,65.6,62.86769159,9.702910002,0.57975608,18.73748665,8.919403680407406,10.262,41.89099884,99.58592592592595,1.16898259,24437469.0,49.674,2111.027076
Cote d'Ivoire,CIV,Africa,2018-01-01,66.99118042,62.86769159,10.49648037,0.607604262,17.47185229,8.919403680407406,10.053,40.91899872,99.58592592592595,1.136471354,25069229.0,49.221,2302.612951
Croatia,HRV,Europe,2000-01-01,100.0,20.90860311,4.535705172,1.5734788,5.00080838,15.05991772,11.2,16.54599953,77.24,0.0,4468302.0,46.572,4849.534223
Croatia,HRV,Europe,2001-01-01,100.0,21.0695761,4.055959073,1.540618756,4.98101927,15.25666249,11.2,15.99300003,85.35,0.0,4299642.0,46.358,5391.091591
Croatia,HRV,Europe,2002-01-01,100.0,21.12323377,4.288919037,1.582464098,4.890920719,15.34609193,11.4,15.55099964,84.41,0.0,4302174.0,46.19,6233.053682
Croatia,HRV,Europe,2003-01-01,100.0,21.39152209,4.159914779,1.52071903,3.972946129,15.45340726,11.8,16.86499977,86.12,0.0,4303399.0,46.021,8060.257162
Croatia,HRV,Europe,2004-01-01,100.0,21.01501072,3.613103244,1.421446123,4.460283753,15.13581129,11.2,16.96500015,93.67,0.0,4304600.0,45.853,9662.775968
Croatia,HRV,Europe,2005-01-01,100.0,21.64045747,3.396060697,1.303172084,3.903486843,15.60042888,11.656,17.29999924,102.95,0.0,4310145.0,45.685,10530.21991
Croatia,HRV,Europe,2006-01-01,100.0,21.9799857,3.290311179,1.152888534,4.020105622,15.74338813,11.341,14.24699974,103.38,0.0,4311159.0,45.517,11703.33789
Croatia,HRV,Europe,2007-01-01,100.0,21.47962831,3.542392542,1.10400123,3.72655991,15.22516083,11.798,12.35400009,110.28,0.0,4310217.0,45.349,13962.84757
Croatia,HRV,Europe,2008-01-01,100.0,23.03609678,3.316571522,0.981502518,3.979984715,15.38062924,11.8,12.81700039,105.94,0.0,4309705.0,45.181,16309.43901
Croatia,HRV,Europe,2009-01-01,100.0,23.2237308,3.610588445,1.058632629,4.042978375,15.5164401,11.8,13.32400036,108.15,9.38e-06,4305181.0,45.013,14555.99645
Croatia,HRV,Europe,2010-01-01,100.0,23.83488293,3.609689207,1.106784809,3.697722794,16.1615444,11.8,14.25399971,103.23,3.91e-05,4295427.0,44.845,13923.62858
Croatia,HRV,Europe,2011-01-01,100.0,23.69728334,3.884691786,1.120910571,3.680206473,16.02394589,11.9,14.5880003,106.62,8.7e-05,4280622.0,44.678,14566.63847
Croatia,HRV,Europe,2012-01-01,100.0,23.78484632,4.03336398,0.951590206,3.339999818,16.19728421,12.1,12.25300026,100.63,9.51e-05,4267558.0,44.494,13238.10193
Croatia,HRV,Europe,2013-01-01,100.0,28.00750623,4.87239921,0.942891626,3.50322606,15.661187,11.8,10.78600025,96.38,0.000121,4255689.0,44.294,13642.19366
Croatia,HRV,Europe,2014-01-01,100.0,26.96211667,5.355278372,1.131855513,2.988142197,14.53180865,12.0,9.519000053,93.83,0.000139,4238389.0,44.077,13600.19439
Croatia,HRV,Europe,2015-01-01,100.0,27.47676868,5.21301583,1.203915701,3.010927417,15.08398813,12.9,9.227999687,94.99,0.000277,4203604.0,43.845,11782.89908
Croatia,HRV,Europe,2016-01-01,100.0,27.59113653,5.071961259,1.22674872,3.110468179,15.58255897,12.3,7.602000237,94.02,0.000231,4174349.0,43.597,12360.48382
Croatia,HRV,Europe,2017-01-01,100.0,26.461168798181816,4.338322013,1.189633634,2.935654129,16.21326948681818,13.0,6.979000092,94.16772727272728,0.000344,4124531.0,43.333,13412.33829
Croatia,HRV,Europe,2018-01-01,100.0,26.461168798181816,4.354616977,1.219729766,2.855613437,16.21326948681818,12.9,6.241000175,94.16772727272728,0.000296,4087843.0,43.053,14920.19138
Cuba,CUB,North America,1999-01-01,95.72901154,62.01117318,0.324467614,1.282857441,6.124179679,33.61266294,7.156,27.12000084,125.67,0.032538477,11084670.0,24.911,2558.904794
Cuba,CUB,North America,2000-01-01,97.0,61.02420857,0.200620525,1.263173423,6.601255014,32.62569832,7.165,27.12000084,124.67,0.635712771,11126430.0,24.677,2747.098575
Cuba,CUB,North America,2001-01-01,96.22530365,61.97392924,0.176648524,1.079933733,6.379567205,34.81378026,7.182,25.88299942,117.94,0.085687931,11164667.0,24.445,2837.738018
Cuba,CUB,North America,2002-01-01,95.5,62.54347213,0.212578716,0.929517832,5.945728703,35.69884388,7.204,24.72500038,109.35,0.27178147,11199651.0,24.215,2999.245244
Cuba,CUB,North America,2003-01-01,96.66444397,62.38721805,0.196608855,0.769128223,5.745211859,35.26315789,7.228,23.56100082,107.32,0.793424644,11229183.0,24.053,3197.133754
Cuba,CUB,North America,2004-01-01,96.85141754,61.34761771,0.122642445,0.914783397,5.47443918,34.8275538,7.256,22.37599945,103.13,1.436953857,11250365.0,23.959,3395.71205
Cuba,CUB,North America,2005-01-01,97.01337433,62.35437805,0.144000222,0.72163269,4.363652218,34.49830891,7.291,21.08600044,95.77,1.446285458,11261582.0,23.866,3786.664795
Cuba,CUB,North America,2006-01-01,97.15921783,62.29446585,0.133490346,0.497770674,3.405014523,34.14450813,7.34,19.84499931,101.09,2.463113622,11261248.0,23.773,4683.566155
Cyprus,CYP,Asia,1990-01-01,100.0,17.38095304,0.523754088,1.465569827,6.859176782,11.42857126,6.987,5.988964302285715,69.82,0.011808067,766615.0,33.224,9641.575273
Cyprus,CYP,Asia,1991-01-01,100.0,17.2294369,0.435758489,1.364369619,6.191348558,11.49350616,6.953,12.62699986,70.42,0.003500888,783124.0,32.812,9696.099593
Cyprus,CYP,Asia,1992-01-01,100.0,17.27272793,0.73572277,1.187600604,5.723677562,11.64502148,6.928,12.15799999,72.98,0.002683913,800611.0,32.402,11310.07192
Cyprus,CYP,Asia,1993-01-01,100.0,17.17532435,0.565836074,1.285934744,5.612727121,11.76406893,6.911,11.87100029,81.6,0.001556199,818746.0,32.208,10526.14177
Cyprus,CYP,Asia,1994-01-01,100.0,15.51947986,0.598360488,1.312982831,5.067521817,10.75757592,6.902,11.10000038,86.07,0.0,837110.0,32.085,11617.69278
Cyprus,CYP,Asia,1995-01-01,100.0,15.48701365,0.713329012,1.338519491,4.776114854,10.72510806,6.898,10.81799984,90.82,0.0,855383.0,31.962,15261.41056
Cyprus,CYP,Asia,1996-01-01,100.0,15.49783517,0.796258923,1.038697677,4.57821976,10.71428571,6.895,9.546999931,93.29,0.014030508,873423.0,31.839,15139.22613
Cyprus,CYP,Asia,1997-01-01,100.0,15.38961006,0.940861854,1.057440316,3.920349553,10.61688295,6.889,8.333000183,99.56,0.036066967,891190.0,31.717,14234.24438
Cyprus,CYP,Asia,1998-01-01,100.0,15.60606028,0.605252824,1.258057143,4.334543297,10.83333317,6.88,7.245999813,97.23,0.015465901,908702.0,31.595,15092.82625
Cyprus,CYP,Asia,1999-01-01,100.0,15.60606028,0.696335546,1.224643787,3.898942831,10.94155828,6.865,6.254000187,100.88,0.012657573,926046.0,31.473,15287.91913
Cyprus,CYP,Asia,2000-01-01,100.0,15.31385281,0.695452079,0.971414043,3.647264681,10.64935081,6.847,5.40500021,103.95,0.027213049,943290.0,31.352,14388.34806
Cyprus,CYP,Asia,2001-01-01,100.0,15.15151515,0.999490807,1.023675965,3.860797129,10.60606061,6.828,4.837999821,106.31,0.016730459,960276.0,31.231,14821.44682
Cyprus,CYP,Asia,2002-01-01,100.0,15.15151515,1.038672915,1.041546948,3.788259648,10.82251082,6.811,5.254000187,109.64,0.010548928,976964.0,31.306,16093.21461
Cyprus,CYP,Asia,2003-01-01,100.0,16.66666667,0.912710982,1.272687479,3.352910421,12.12121212,6.798,5.186999798,109.09,0.008379857,993563.0,31.447,20252.23898
Cyprus,CYP,Asia,2004-01-01,100.0,16.88311688,0.840431431,1.182683754,3.083316771,12.22943723,6.791,5.104000092,105.39,0.010642972,1010408.0,31.59,23792.62136
Cyprus,CYP,Asia,2005-01-01,100.0,18.07359307,1.246086789,1.103110833,2.738528,13.31168831,6.787,4.738999844,101.14,0.0,1027662.0,31.732,24959.25917
Cyprus,CYP,Asia,2006-01-01,100.0,16.99134199,1.345125873,1.015369339,2.27597244,12.44588745,6.783,4.261000156,93.47,0.0,1045507.0,31.875,26729.3234
Cyprus,CYP,Asia,2007-01-01,100.0,15.9307356,1.415769201,1.238930939,2.02354111,11.88311721,6.779,4.385000229,95.66,0.006971834,1063713.0,32.018,31244.92622
Cyprus,CYP,Asia,2008-01-01,100.0,12.51082235,1.505030576,0.9461523,2.093313391,8.917749083,6.772,4.230999947,101.26,0.00569705,1081563.0,32.161,35397.36368
Cyprus,CYP,Asia,2009-01-01,100.0,13.80952364,1.408021993,0.850102558,1.988820322,9.40476207,6.763,3.928999901,96.67,0.032885368,1098083.0,32.305,32109.24251
Cyprus,CYP,Asia,2010-01-01,100.0,12.39177489,1.670741455,0.774031251,2.063078498,8.939393774,6.756,3.795000076,95.52,0.059626158,1112612.0,32.449,31023.63833
Cyprus,CYP,Asia,2011-01-01,100.0,12.58658042,1.855031739,0.733437006,2.151281574,9.090909091,6.753,3.828000069,97.71,0.09330062,1124833.0,32.594,32396.38574
Cyprus,CYP,Asia,2012-01-01,100.0,12.65151532,1.99868675,0.737718972,2.006895095,9.285714616,6.758,2.911999941,94.75,0.10698109,1135046.0,32.739,28912.15694
Cyprus,CYP,Asia,2013-01-01,100.0,11.77813873,1.769523623,0.74673529,2.041470818,8.628788242,6.772,3.105999947,88.77,0.084343037,1143866.0,32.863,27729.1927
Cyprus,CYP,Asia,2014-01-01,100.0,11.79437266,1.355916946,0.629755878,1.846048822,8.677489211,6.799,4.429999828,89.21,0.068237539,1152285.0,32.969,27129.62612
Cyprus,CYP,Asia,2015-01-01,100.0,13.79978378,1.277078014,0.54844211,1.862556619,10.73701289,6.838,3.994999886,89.8,0.042046904,1160985.0,33.054,23333.71491
Cyprus,CYP,Asia,2016-01-01,100.0,12.15692661,1.159034552,0.606548605,2.139308739,9.159090612,6.89,3.644000053,88.86,0.0,1170187.0,33.119,24532.51906
Cyprus,CYP,Asia,2017-01-01,100.0,15.029862119999999,1.245514037,0.49229063,2.020609494,10.660373558111111,6.952,2.528000116,93.6988888888889,0.0062757,1179680.0,33.164,26338.69434
Cyprus,CYP,Asia,2018-01-01,100.0,15.029862119999999,0.905828363,0.450052391,2.024816374,10.660373558111111,7.022,2.165999889,93.6988888888889,0.006798946,1189265.0,33.19,28689.70672
Czech Republic,CZE,Europe,1993-01-01,100.0,55.41607351,3.277716936,2.736778229,4.17842693,43.12152194,11.4,7.795000076,135.52,0.002464137,10329855.0,25.099,3931.744463
Czech Republic,CZE,Europe,1994-01-01,100.0,55.44195677,4.84604819,2.880377875,4.195483126,42.92739744,11.4,6.945000172,114.25,0.000477,10333587.0,25.228,4601.952312
Czech Republic,CZE,Europe,1995-01-01,100.0,55.39019024,3.711503591,2.726528086,3.962502372,42.72033131,11.4,6.638000011,114.67,0.0,10327253.0,25.357,5788.150737
Czech Republic,CZE,Europe,1996-01-01,100.0,55.39019024,3.16760948,2.267474468,3.620881,42.15089944,10.9,6.21600008,112.38,0.0,10315241.0,25.487,6493.863346
Czech Republic,CZE,Europe,1997-01-01,100.0,55.39019024,2.827590352,2.250049494,3.31623888,42.06030801,10.9,5.793000221,109.76,0.0,10304131.0,25.618,5996.83381
Czech Republic,CZE,Europe,1998-01-01,100.0,55.44195677,2.305942377,2.253816487,3.396914539,42.20266598,10.6,5.553999901,113.62,0.0,10294373.0,25.749,6458.904501
Czech Republic,CZE,Europe,1999-01-01,100.0,55.41607351,2.560731776,2.054053958,3.121587109,42.13795781,10.7,5.313000202,108.16,0.0,10283860.0,25.88,6307.698004
